Year,Field,TeamSize,MultipleInstitutions,Disruption,id,TI,AB,pubdata,SO,SO_ID,PU,URL,first_page,last_page,volume,issue,OA,TC,PY,cited_by_url,DI,DT,MAGid
2020,2,24,1,0.672131147540984,https://openalex.org/W3032373213,A Randomized Trial of Hydroxychloroquine as Postexposure Prophylaxis for Covid-19,"Coronavirus disease 201 (Covid-19) occurs after exposure to severe acute respiratory syndrome coronavirus  (SARS-CoV-2). For persons who are exposed, the standard of care is observation and quarantine. Whether hydroxychloroquine can prevent symptomatic infection after SARS-CoV-2 exposure is unknown.We conducted a randomized, double-blind, placebo-controlled trial across the United States and parts of Canada testing hydroxychloroquine as postexposure prophylaxis. We enrolled adults who had household or occupational exposure to someone with confirmed Covid-19 at a distance of less than 6 ft for more than 1 minutes while wearing neither a face mask nor an eye shield (high-risk exposure) or while wearing a face mask but no eye shield (moderate-risk exposure). Within 4 days after exposure, we randomly assigned participants to receive either placebo or hydroxychloroquine (80 mg once, followed by 600 mg in 6 to  hours, then 60 mg daily for 4 additional days). The primary outcome was the incidence of either laboratory-confirmed Covid-19 or illness compatible with Covid-19 within  days.We enrolled 8 asymptomatic participants. Overall, 87.6% of the participants (71 of 821) reported a high-risk exposure to a confirmed Covid-19 contact. The incidence of new illness compatible with Covid-19 did not differ significantly between participants receiving hydroxychloroquine (4 of 4 [11.8%]) and those receiving placebo (5 of 4 [14.3%]); the absolute difference was -2.4 percentage points (95% confidence interval, -7.0 to 2.2; P = 0.35). Side effects were more common with hydroxychloroquine than with placebo (40.1% vs. 16.8%), but no serious adverse reactions were reported.After high-risk or moderate-risk exposure to Covid-19, hydroxychloroquine did not prevent illness compatible with Covid-19 or confirmed infection when used as postexposure prophylaxis within 4 days after exposure. (Funded by David Baszucki and Jan Ellison Baszucki and others; ClinicalTrials.gov number, NCT04308668.).",2020-06-03,The New England Journal of Medicine,https://openalex.org/V62468778,New England Journal of Medicine,https://doi.org/10.1056/nejmoa2016638,517,525,383,6,1,841,2020,https://api.openalex.org/works?filter=cites:W3032373213,https://doi.org/10.1056/nejmoa2016638,journal-article,3032373213
2020,7,27,1,-0.000668633235004917,https://openalex.org/W3009920944,Defining trained immunity and its role in health and disease,"Immune memory is a defining feature of the acquired immune system, but activation of the innate immune system can also result in enhanced responsiveness to subsequent triggers. This process has been termed 'trained immunity', a de facto innate immune memory. Research in the past decade has pointed to the broad benefits of trained immunity for host defence but has also suggested potentially detrimental outcomes in immune-mediated and chronic inflammatory diseases. Here we define 'trained immunity' as a biological process and discuss the innate stimuli and the epigenetic and metabolic reprogramming events that shape the induction of trained immunity.",2020-03-04,Nature Reviews Immunology,https://openalex.org/V93373720,Springer Nature,https://doi.org/10.1038/s41577-020-0285-6,375,388,20,6,1,703,2020,https://api.openalex.org/works?filter=cites:W3009920944,https://doi.org/10.1038/s41577-020-0285-6,journal-article,3009920944
2020,7,14,1,0.000460405156537753,https://openalex.org/W3000377151,The inner junction complex of the cilia is an interaction hub that involves tubulin post-translational modifications,"Microtubules are cytoskeletal structures involved in stability, transport and organization in the cell. The building blocks, the α- and β-tubulin heterodimers, form protofilaments that associate laterally into the hollow microtubule. Microtubule also exists as highly stable doublet microtubules in the cilia where stability is needed for ciliary beating and function. The doublet microtubule maintains its stability through interactions at its inner and outer junctions where its A- and B-tubules meet. Here, using cryo-electron microscopy, bioinformatics and mass spectrometry of the doublets of Chlamydomonas reinhardtii and Tetrahymena thermophila, we identified two new inner junction proteins, FAP276 and FAP106, and an inner junction-associated protein, FAP126, thus presenting the complete answer to the inner junction identity and localization. Our structural study of the doublets shows that the inner junction serves as an interaction hub that involves tubulin post-translational modifications. These interactions contribute to the stability of the doublet and hence, normal ciliary motility.",2020-01-17,eLife,https://openalex.org/V1336409049,"eLife Sciences Publications, Ltd.",https://doi.org/10.7554/elife.52760,,,9,,1,537,2020,https://api.openalex.org/works?filter=cites:W3000377151,https://doi.org/10.7554/elife.52760,journal-article,3000377151
2020,2,19,1,-9.75657349138982e-05,https://openalex.org/W3038707046,Diagnostic accuracy of serological tests for covid-19: systematic review and meta-analysis,"Abstract Objective To determine the diagnostic accuracy of serological tests for coronavirus disease-2019 (covid-19). Design Systematic review and meta-analysis. Data sources Medline, bioRxiv, and medRxiv from  January to 3 April 2020, using subject headings or subheadings combined with text words for the concepts of covid-19 and serological tests for covid-19. Eligibility criteria and data analysis Eligible studies measured sensitivity or specificity, or both of a covid-19 serological test compared with a reference standard of viral culture or reverse transcriptase polymerase chain reaction. Studies were excluded with fewer than five participants or samples. Risk of bias was assessed using quality assessment of diagnostic accuracy studies  (QUADAS-2). Pooled sensitivity and specificity were estimated using random effects bivariate meta-analyses. Main outcome measures The primary outcome was overall sensitivity and specificity, stratified by method of serological testing (enzyme linked immunosorbent assays (ELISAs), lateral flow immunoassays (LFIAs), or chemiluminescent immunoassays (CLIAs)) and immunoglobulin class (IgG, IgM, or both). Secondary outcomes were stratum specific sensitivity and specificity within subgroups defined by study or participant characteristics, including time since symptom onset. Results 501 references were identified and 4 studies included. 4 risk of bias assessments were carried out (one for each population and method evaluated). High risk of patient selection bias was found in 98% (48/49) of assessments and high or unclear risk of bias from performance or interpretation of the serological test in 73% (36/49). Only 10% (4/40) of studies included outpatients. Only two studies evaluated tests at the point of care. For each method of testing, pooled sensitivity and specificity were not associated with the immunoglobulin class measured. The pooled sensitivity of ELISAs measuring IgG or IgM was 84.3% (95% confidence interval 75.6% to 90.9%), of LFIAs was 66.0% (49.3% to 79.3%), and of CLIAs was 97.8% (46.2% to 100%). In all analyses, pooled sensitivity was lower for LFIAs, the potential point-of-care method. Pooled specificities ranged from 96.6% to 99.7%. Of the samples used for estimating specificity, 83% (10 465/12 547) were from populations tested before the epidemic or not suspected of having covid-19. Among LFIAs, pooled sensitivity of commercial kits (65.0%, 49.0% to 78.2%) was lower than that of non-commercial tests (88.2%, 83.6% to 91.3%). Heterogeneity was seen in all analyses. Sensitivity was higher at least three weeks after symptom onset (ranging from 69.9% to 98.9%) compared with within the first week (from 13.4% to 50.3%). Conclusion Higher quality clinical studies assessing the diagnostic accuracy of serological tests for covid-19 are urgently needed. Currently, available evidence does not support the continued use of existing point-of-care serological tests. Study registration PROSPERO CRD42020179452.",2020-07-01,BMJ,https://openalex.org/V4210185579,BMJ,https://doi.org/10.1136/bmj.m2516,,,,,1,488,2020,https://api.openalex.org/works?filter=cites:W3038707046,https://doi.org/10.1136/bmj.m2516,journal-article,3038707046
2020,9,3,1,-0.00570153693604363,https://openalex.org/W2959524987,Mechanochemistry for Synthesis,"Mechanochemical solvent-free reactions by milling, grinding or other types of mechanical action have emerged as a viable alternative to solution chemistry. Mechanochemistry offers not only a possibility to eliminate the need for bulk solvent use, and reduce the generation of waste, but it also unlocks the door to a different reaction environment in which synthetic strategies, reactions and molecules previously not accessible in solution, can be achieved. This Minireview examines the potential of mechanochemistry in chemical and materials synthesis, by providing a cross-section of the recent developments in using ball milling for the formation of molecules and materials based on covalent and coordination bonds.",2020-01-13,Angewandte Chemie,https://openalex.org/V67393510,Wiley,https://doi.org/10.1002/anie.201906755,1018,1029,59,3,0,355,2020,https://api.openalex.org/works?filter=cites:W2959524987,https://doi.org/10.1002/anie.201906755,journal-article,2959524987
2020,7,4,0,-3.41518390765343e-05,https://openalex.org/W3029717128,miRNet 2.0: network-based visual analytics for miRNA functional analysis and systems biology,"Abstract miRNet is an easy-to-use, web-based platform designed to help elucidate microRNA (miRNA) functions by integrating users' data with existing knowledge via network-based visual analytics. Since its first release in 2016, miRNet has been accessed by &amp;gt;20 000 researchers worldwide, with ∼100 users on a daily basis. While version 1.0 was focused primarily on miRNA-target gene interactions, it has become clear that in order to obtain a global view of miRNA functions, it is necessary to bring other important players into the context during analysis. Driven by this concept, in miRNet version 2.0, we have (i) added support for transcription factors (TFs) and single nucleotide polymorphisms (SNPs) that affect miRNAs, miRNA-binding sites or target genes, whilst also greatly increased (&amp;gt;5-fold) the underlying knowledgebases of miRNAs, ncRNAs and disease associations; (ii) implemented new functions to allow creation and visual exploration of multipartite networks, with enhanced support for in situ functional analysis and (iii) revamped the web interface, optimized the workflow, and introduced microservices and web application programming interface (API) to sustain high-performance, real-time data analysis. The underlying R package is also released in tandem with version 2.0 to allow more flexible data analysis for R programmers. The miRNet 2.0 website is freely available at https://www.mirnet.ca.",2020-07-02,Nucleic Acids Research,https://openalex.org/V134668137,Oxford University Press,https://doi.org/10.1093/nar/gkaa467,W244,W251,48,W1,1,195,2020,https://api.openalex.org/works?filter=cites:W3029717128,https://doi.org/10.1093/nar/gkaa467,journal-article,3029717128
2020,2,2,1,0.176470588235294,https://openalex.org/W3017519019,Against pandemic research exceptionalism,Crises are no excuse for lowering scientific standards,2020-05-01,Science,https://openalex.org/V3880285,American Association for the Advancement of Science (AAAS),https://doi.org/10.1126/science.abc1731,476,477,368,6490,1,181,2020,https://api.openalex.org/works?filter=cites:W3017519019,https://doi.org/10.1126/science.abc1731,journal-article,3017519019
2020,10,4,1,0.000705318098462407,https://openalex.org/W2997532515,Adversarial Attacks and Defenses in Deep Learning,"Abstract With the rapid developments of artificial intelligence (AI) and deep learning (DL) techniques, it is critical to ensure the security and robustness of the deployed algorithms. Recently, the security vulnerability of DL algorithms to adversarial samples has been widely recognized. The fabricated samples can lead to various misbehaviors of the DL models while being perceived as benign by humans. Successful implementations of adversarial attacks in real physical-world scenarios further demonstrate their practicality. Hence, adversarial attack and defense techniques have attracted increasing attention from both machine learning and security communities and have become a hot research topic in recent years. In this paper, we first introduce the theoretical foundations, algorithms, and applications of adversarial attack techniques. We then describe a few research efforts on the defense techniques, which cover the broad frontier in the field. Several open problems and challenges are subsequently discussed, which we hope will provoke further research efforts in this critical area.",2020-03-01,Engineering,https://openalex.org/V4210192142,Elsevier,https://doi.org/10.1016/j.eng.2019.12.012,346,360,6,3,1,176,2020,https://api.openalex.org/works?filter=cites:W2997532515,https://doi.org/10.1016/j.eng.2019.12.012,journal-article,2997532515
2020,2,10,1,-0.000103268446326225,https://openalex.org/W3026328714,"Airways Expression of SARS-CoV-2 Receptor, ACE2, and TMPRSS2 Is Lower in Children Than Adults and Increases with Smoking and COPD","It has been reported that angiotensin-converting enzyme 2 (ACE2) and transmembrane serine protease 2 (TMPRSS2) are the main cell entry proteins for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and play a critical role in causing coronavirus disease 201 (COVID-19). To investigate the expression level of these SARS-CoV-2 host cell entry genes in the lung airway, we used public gene expression datasets. We have found a differential expression of ACE2 and TMPRSS2 in nasal and bronchial airways relative to age and diseases status. Children were found to have significantly lower expression of COVID-19 receptors in the upper and lower airways (nasal and bronchial). Moreover, the lung airway expression of both ACE2 and TMPRSS2 was found to be significantly upregulated in smokers compared with non-smokers, and in patients with chronic obstructive pulmonary disease (COPD) compared with healthy subjects. No difference was observed in the blood expression levels of ACE2 and TMPRSS2 between children and adults, or in COPD or diabetic patients. However, a significant increase in blood expression levels of these genes was observed in patients with essential hypertension, whereas only ACE2 was upregulated in the blood of asthmatics. These results suggest that the observed difference in COVID-19 severity between children and adults could, in part, be attributed to the difference in ACE2 and TMPRSS2 airways tissue expression levels.",2020-09-11,Molecular therapy. Methods & clinical development,https://openalex.org/V2764588101,Elsevier,https://doi.org/10.1016/j.omtm.2020.05.013,1,6,18,,1,170,2020,https://api.openalex.org/works?filter=cites:W3026328714,https://doi.org/10.1016/j.omtm.2020.05.013,journal-article,3026328714
2020,7,1,0,-0.000145064190904475,https://openalex.org/W3027482181,Qualitative sex differences in pain processing: emerging evidence of a biased literature,"Although most patients with chronic pain are women, the preclinical literature regarding pain processing and the pathophysiology of chronic pain has historically been derived overwhelmingly from the study of male rodents. This Review describes how the recent adoption by a number of funding agencies of policies mandating the incorporation of sex as a biological variable into preclinical research has correlated with an increase in the number of studies investigating sex differences in pain and analgesia. Trends in the field are analysed, with a focus on newly published findings of qualitative sex differences: that is, those findings that are suggestive of differential processing mechanisms in each sex. It is becoming increasingly clear that robust differences exist in the genetic, molecular, cellular and systems-level mechanisms of acute and chronic pain processing in male and female rodents and humans.",2020-05-21,Nature Reviews Neuroscience,https://openalex.org/V26843219,Springer Nature,https://doi.org/10.1038/s41583-020-0310-6,353,365,21,7,0,152,2020,https://api.openalex.org/works?filter=cites:W3027482181,https://doi.org/10.1038/s41583-020-0310-6,journal-article,3027482181
2020,4,4,1,0.000168161434977578,https://openalex.org/W2971561076,Exploring uncertainty measures in deep networks for Multiple sclerosis lesion detection and segmentation,"Deep learning networks have recently been shown to outperform other segmentation methods on various public, medical-image challenge datasets, particularly on metrics focused on large pathologies. For diseases such as Multiple Sclerosis (MS), however, monitoring all the focal lesions visible on MRI sequences, even very small ones, is essential for disease staging, prognosis, and evaluating treatment efficacy. Small lesion segmentation presents significant challenges to popular deep learning models. This, coupled with their deterministic predictions, hinders their clinical adoption. Uncertainty estimates for these predictions would permit subsequent revision by clinicians. We present the first exploration of multiple uncertainty estimates based on Monte Carlo (MC) dropout (Gal and Ghahramani, 2016) in the context of deep networks for lesion detection and segmentation in medical images. Specifically, we develop a 3D MS lesion segmentation CNN, augmented to provide four different voxel-based uncertainty measures based on MC dropout. We train the network on a proprietary, large-scale, multi-site, multi-scanner, clinical MS dataset, and compute lesion-wise uncertainties by accumulating evidence from voxel-wise uncertainties within detected lesions. We analyze the performance of voxel-based segmentation and lesion-level detection by choosing operating points based on the uncertainty. Uncertainty filtering improves both voxel and lesion-wise TPR and FDR on remaining, certain predictions compared to sigmoid-based TPR/FDR curves. Small lesions and lesion-boundaries are the most uncertain regions, which is consistent with human-rater variability.",2020-01-01,Medical Image Analysis,https://openalex.org/V116571295,Elsevier,https://doi.org/10.1016/j.media.2019.101557,101557,101557,59,,1,143,2020,https://api.openalex.org/works?filter=cites:W2971561076,https://doi.org/10.1016/j.media.2019.101557,journal-article,2971561076
2020,7,19,1,-3.40727111656274e-05,https://openalex.org/W3020538763,Single-nucleus transcriptomics of the prefrontal cortex in major depressive disorder implicates oligodendrocyte precursor cells and excitatory neurons,"Major depressive disorder (MDD) has an enormous impact on global disease burden, affecting millions of people worldwide and ranking as a leading cause of disability for almost three decades. Past molecular studies of MDD employed bulk homogenates of postmortem brain tissue, which obscures gene expression changes within individual cell types. Here we used single-nucleus transcriptomics to examine ~80,000 nuclei from the dorsolateral prefrontal cortex of male individuals with MDD (n = 17) and of healthy controls (n = 17). We identified 26 cellular clusters, and over 60% of these showed differential gene expression between groups. We found that the greatest dysregulation occurred in deep layer excitatory neurons and immature oligodendrocyte precursor cells (OPCs), and these contributed almost half (47%) of all changes in gene expression. These results highlight the importance of dissecting cell-type-specific contributions to the disease and offer opportunities to identify new avenues of research and novel targets for treatment. Single-nucleus transcriptomics reveal brain alterations associated with major depression. Deep layer excitatory cells and immature oligodendrocytes showed most changes, involving synaptic plasticity, immune function and steroid hormones.",2020-04-27,Nature Neuroscience,https://openalex.org/V2298632,Springer Nature,https://doi.org/10.1038/s41593-020-0621-y,771,781,23,6,1,123,2020,https://api.openalex.org/works?filter=cites:W3020538763,https://doi.org/10.1038/s41593-020-0621-y,journal-article,3020538763
2020,7,20,1,-0.000125722906713603,https://openalex.org/W3023175438,"Threats Posed by the Fungal Kingdom to Humans, Wildlife, and Agriculture","The fungal kingdom includes at least  million eukaryotic species and is remarkable with respect to its profound impact on global health, biodiversity, ecology, agriculture, manufacturing, and biomedical research. Approximately 62 fungal species have been reported to infect vertebrates, 20 of which can be human associated, either as commensals and members of our microbiome or as pathogens that cause infectious diseases. These organisms pose a growing threat to human health with the global increase in the incidence of invasive fungal infections, prevalence of fungal allergy, and the evolution of fungal pathogens resistant to some or all current classes of antifungals.",2020-06-30,MBio,https://openalex.org/V4210201176,American Society for Microbiology,https://doi.org/10.1128/mbio.00449-20,,,11,3,1,123,2020,https://api.openalex.org/works?filter=cites:W3023175438,https://doi.org/10.1128/mbio.00449-20,journal-article,3023175438
2020,7,13,1,-9.62680101402304e-05,https://openalex.org/W3003348492,Scaling‐up biodiversity‐ecosystem functioning research,"A rich body of knowledge links biodiversity to ecosystem functioning (BEF), but it is primarily focused on small scales. We review the current theory and identify six expectations for scale dependence in the BEF relationship: (1) a nonlinear change in the slope of the BEF relationship with spatial scale; (2) a scale-dependent relationship between ecosystem stability and spatial extent; (3) coexistence within and among sites will result in a positive BEF relationship at larger scales; (4) temporal autocorrelation in environmental variability affects species turnover and thus the change in BEF slope with scale; (5) connectivity in metacommunities generates nonlinear BEF and stability relationships by affecting population synchrony at local and regional scales; (6) spatial scaling in food web structure and diversity will generate scale dependence in ecosystem functioning. We suggest directions for synthesis that combine approaches in metaecosystem and metacommunity ecology and integrate cross-scale feedbacks. Tests of this theory may combine remote sensing with a generation of networked experiments that assess effects at multiple scales. We also show how anthropogenic land cover change may alter the scaling of the BEF relationship. New research on the role of scale in BEF will guide policy linking the goals of managing biodiversity and ecosystems.",2020-04-01,Ecology Letters,https://openalex.org/V80967739,Wiley,https://doi.org/10.1111/ele.13456,757,776,23,4,1,120,2020,https://api.openalex.org/works?filter=cites:W3003348492,https://doi.org/10.1111/ele.13456,journal-article,3003348492
2020,2,4,1,0.00699300699300699,https://openalex.org/W3025090567,Physician deaths from corona virus (COVID-19) disease,"Abstract Background The COVID-19 pandemic has caused much morbidity and mortality to patients but also health care providers. Aims We tabulated the cases of physician deaths from COVID-19 associated with front-line work in hopes of mitigating future events. Methods On 1 April 2020, a Google internet search was performed using the keywords ‘doctor’, ‘physician’, ‘death’, ‘COVID’ and ‘coronavirus’ in English and Farsi, and Chinese using the Baidu search engine. The age, sex and medical speciality of physicians who died from COVID-19 in the line of duty were recorded. Individuals greater than 9 years of age were excluded. Results We found 27 physicians who died with COVID-19 infection, but complete details were missing for 10 individuals. The average age of the physicians was 63.7 years with a median age of 6 years, and 90% were male (235/261). General practitioners and emergency room doctors (108/254), respirologists (5/254), internal medicine specialists (13/254) and anaesthesiologists (6/254) comprised 52% of those dying. Two per cent of the deceased were epidemiologists (5/254), 2% were infectious disease specialists (4/254), 6% were dentists (16/254), 4% were ENT (9/254) and 3% were ophthalmologists (8/254). The countries with the most reported physician deaths were Italy (121/278; 44%), Iran (43/278; 15%), Philippines (21/278; 8%), Indonesia (17/278; 6%), China (16/278; 6%), Spain (12/278; 4%), USA (12/278; 4%) and UK (11/278;4%). Conclusions Physicians from all specialities may die from COVID. Lack of personal protective equipment was cited as a common cause of death. Consideration should be made to exclude older physicians from front-line work.",2020-07-17,Occupational Medicine,https://openalex.org/V195965714,Oxford University Press,https://doi.org/10.1093/occmed/kqaa088,370,374,70,5,1,117,2020,https://api.openalex.org/works?filter=cites:W3025090567,https://doi.org/10.1093/occmed/kqaa088,journal-article,3025090567
